ano;origem;part;valor
1989;Judiciário Federal;1º Quartil;4475.5
1989;Legislativo Federal;1º Quartil;6187.41
1989;Municipal;1º Quartil;835.5
1989;Executivo Municipal;1º Quartil;835.5
1989;Legislativo Municipal;1º Quartil;1419.77
1988;Público;1º Quartil;1121.79
1988;Executivo;1º Quartil;1104.27
1988;Judiciário;1º Quartil;2383.81
1988;Legislativo;1º Quartil;1893.03
1988;Estadual;1º Quartil;1337.97
1988;Executivo Estadual;1º Quartil;1326.29
1988;Judiciário Estadual;1º Quartil;2231.9
1988;Legislativo Estadual;1º Quartil;1793.7
1988;Federal;1º Quartil;2296.17
1988;Executivo Federal;1º Quartil;2243.59
1988;Judiciário Federal;1º Quartil;2769.43
1988;Legislativo Federal;1º Quartil;6987.85
1988;Municipal;1º Quartil;788.76
1988;Executivo Municipal;1º Quartil;782.92
1988;Legislativo Municipal;1º Quartil;1197.75
1987;Público;1º Quartil;1162.86
1987;Executivo;1º Quartil;1145.93
1987;Judiciário;1º Quartil;2449.91
1987;Legislativo;1º Quartil;2297.5
1987;Estadual;1º Quartil;1416.88
1987;Executivo Estadual;1º Quartil;1394.31
1987;Judiciário Estadual;1º Quartil;2404.75
1987;Legislativo Estadual;1º Quartil;2156.37
1987;Federal;1º Quartil;1840.26
1987;Executivo Federal;1º Quartil;1806.39
1987;Judiciário Federal;1º Quartil;2551.52
1987;Legislativo Federal;1º Quartil;6531.22
1987;Municipal;1º Quartil;812.87
1987;Executivo Municipal;1º Quartil;812.87
1987;Legislativo Municipal;1º Quartil;1597.52
1986;Público;1º Quartil;1331.7
1986;Executivo;1º Quartil;1317.9
1986;Judiciário;1º Quartil;2490.9
1986;Legislativo;1º Quartil;2725.5
1986;Estadual;1º Quartil;1580.1
1986;Executivo Estadual;1º Quartil;1573.2
1986;Judiciário Estadual;1º Quartil;2076.9
1986;Legislativo Estadual;1º Quartil;2484.0
1986;Federal;1º Quartil;1945.8
1986;Executivo Federal;1º Quartil;1911.3
1986;Judiciário Federal;1º Quartil;3153.3
1986;Legislativo Federal;1º Quartil;7003.49
1986;Municipal;1º Quartil;910.8
1986;Executivo Municipal;1º Quartil;910.8
1986;Legislativo Municipal;1º Quartil;1876.8
1985;Público;1º Quartil;960.03
1985;Executivo;1º Quartil;949.12
1985;Judiciário;1º Quartil;1641.88
1985;Legislativo;1º Quartil;1800.06
1985;Estadual;1º Quartil;1025.49
1985;Executivo Estadual;1º Quartil;1020.04
1985;Judiciário Estadual;1º Quartil;1450.96
1985;Legislativo Estadual;1º Quartil;1592.78
1985;Federal;1º Quartil;1467.33
1985;Executivo Federal;1º Quartil;1440.05
1985;Judiciário Federal;1º Quartil;2481.91
1985;Legislativo Federal;1º Quartil;5574.74
1985;Municipal;1º Quartil;714.57
1985;Executivo Municipal;1º Quartil;714.57
1985;Legislativo Municipal;1º Quartil;1232.77
2019;Público;3º Decil;1816.36
2019;Executivo;3º Decil;1776.44
2019;Judiciário;3º Decil;7704.56
2019;Legislativo;3º Decil;2095.8
2019;Estadual;3º Decil;2504.98
2019;Executivo Estadual;3º Decil;2415.16
2019;Judiciário Estadual;3º Decil;6357.26
2019;Legislativo Estadual;3º Decil;2844.3
2019;Federal;3º Decil;5209.56
2019;Executivo Federal;3º Decil;4999.98
2019;Judiciário Federal;3º Decil;12275.4
2019;Legislativo Federal;3º Decil;3562.86
2019;Municipal;3º Decil;1526.94
2019;Executivo Municipal;3º Decil;1526.94
2019;Legislativo Municipal;3º Decil;1736.52
2018;Público;3º Decil;1750.47
2018;Executivo;3º Decil;1711.79
2018;Judiciário;3º Decil;7688.54
2018;Legislativo;3º Decil;2021.26
2018;Estadual;3º Decil;2456.46
2018;Executivo Estadual;3º Decil;2359.75
2018;Judiciário Estadual;3º Decil;6721.43
2018;Legislativo Estadual;3º Decil;2640.22
2018;Federal;3º Decil;4477.73
2018;Executivo Federal;3º Decil;4139.24
2018;Judiciário Federal;3º Decil;11228.17
2018;Legislativo Federal;3º Decil;3355.88
2018;Municipal;3º Decil;1450.67
2018;Executivo Municipal;3º Decil;1450.67
2018;Legislativo Municipal;3º Decil;1682.77
2017;Público;3º Decil;1729.35
2017;Executivo;3º Decil;1690.27
2017;Judiciário;3º Decil;7562.26
2017;Legislativo;3º Decil;2042.01
2017;Estadual;3º Decil;2374.2
2017;Executivo Estadual;3º Decil;2276.49
2017;Judiciário Estadual;3º Decil;6624.3
2017;Legislativo Estadual;3º Decil;2628.23
2017;Federal;3º Decil;4767.94
2017;Executivo Federal;3º Decil;4523.68
2017;Judiciário Federal;3º Decil;10806.02
2017;Legislativo Federal;3º Decil;3478.25
2017;Municipal;3º Decil;1446.01
2017;Executivo Municipal;3º Decil;1436.24
2017;Legislativo Municipal;3º Decil;1660.96
2016;Público;3º Decil;1701.13
2016;Executivo;3º Decil;1663.33
2016;Judiciário;3º Decil;7277.07
2016;Legislativo;3º Decil;1946.85
2016;Estadual;3º Decil;2305.98
2016;Executivo Estadual;3º Decil;2230.37
2016;Judiciário Estadual;3º Decil;6492.66
2016;Legislativo Estadual;3º Decil;2419.39
2016;Federal;3º Decil;4555.26
2016;Executivo Federal;3º Decil;4271.73
2016;Judiciário Federal;3º Decil;9970.53
2016;Legislativo Federal;3º Decil;3383.36
2016;Municipal;3º Decil;1417.61
2016;Executivo Municipal;3º Decil;1408.16
2016;Legislativo Municipal;3º Decil;1634.98
2015;Público;3º Decil;1721.57
2015;Executivo;3º Decil;1684.55
2015;Judiciário;3º Decil;7108.42
2015;Legislativo;3º Decil;2027.01
2015;Estadual;3º Decil;2406.5
2015;Executivo Estadual;3º Decil;2313.94
2015;Judiciário Estadual;3º Decil;6210.61
2015;Legislativo Estadual;3º Decil;2582.36
2015;Federal;3º Decil;4887.04
2015;Executivo Federal;3º Decil;4590.86
2015;Judiciário Federal;3º Decil;10320.17
2015;Legislativo Federal;3º Decil;3174.73
2015;Municipal;3º Decil;1416.13
2015;Executivo Municipal;3º Decil;1406.88
2015;Legislativo Municipal;3º Decil;1675.29
2014;Público;3º Decil;1728.6
2014;Executivo;3º Decil;1682.13
2014;Judiciário;3º Decil;7128.14
2014;Legislativo;3º Decil;2007.4
2014;Estadual;3º Decil;2397.73
2014;Executivo Estadual;3º Decil;2314.09
2014;Judiciário Estadual;3º Decil;6291.72
2014;Legislativo Estadual;3º Decil;2704.42
2014;Federal;3º Decil;4851.22
2014;Executivo Federal;3º Decil;4572.42
2014;Judiciário Federal;3º Decil;10352.99
2014;Legislativo Federal;3º Decil;3299.2
2014;Municipal;3º Decil;1412.62
2014;Executivo Municipal;3º Decil;1403.32
2014;Legislativo Municipal;3º Decil;1663.54
2013;Público;3º Decil;1624.06
2013;Executivo;3º Decil;1596.38
2013;Judiciário;3º Decil;6920.71
2013;Legislativo;3º Decil;1965.48
2013;Estadual;3º Decil;2251.54
2013;Executivo Estadual;3º Decil;2168.49
2013;Judiciário Estadual;3º Decil;5887.22
2013;Legislativo Estadual;3º Decil;2463.77
2013;Federal;3º Decil;4798.36
2013;Executivo Federal;3º Decil;4503.07
2013;Judiciário Federal;3º Decil;10233.42
2013;Legislativo Federal;3º Decil;3395.76
2013;Municipal;3º Decil;1347.23
2013;Executivo Municipal;3º Decil;1338.0
2013;Legislativo Municipal;3º Decil;1624.06
2012;Público;3º Decil;1603.08
2012;Executivo;3º Decil;1567.05
2012;Judiciário;3º Decil;6547.4
2012;Legislativo;3º Decil;1954.31
2012;Estadual;3º Decil;2188.47
2012;Executivo Estadual;3º Decil;2116.42
2012;Judiciário Estadual;3º Decil;5655.8
2012;Legislativo Estadual;3º Decil;2611.75
2012;Federal;3º Decil;4800.22
2012;Executivo Federal;3º Decil;4566.07
2012;Judiciário Federal;3º Decil;9645.48
2012;Legislativo Federal;3º Decil;3251.18
2012;Municipal;3º Decil;1314.88
2012;Executivo Municipal;3º Decil;1314.88
2012;Legislativo Municipal;3º Decil;1603.08
2011;Público;3º Decil;1486.83
2011;Executivo;3º Decil;1453.6
2011;Judiciário;3º Decil;6420.78
2011;Legislativo;3º Decil;1868.92
2011;Estadual;3º Decil;2043.35
2011;Executivo Estadual;3º Decil;1968.6
2011;Judiciário Estadual;3º Decil;5399.1
2011;Legislativo Estadual;3º Decil;2417.14
2011;Federal;3º Decil;4784.43
2011;Executivo Federal;3º Decil;4576.78
2011;Judiciário Federal;3º Decil;10200.15
2011;Legislativo Federal;3º Decil;2973.66
2011;Municipal;3º Decil;1212.72
2011;Executivo Municipal;3º Decil;1204.41
2011;Legislativo Municipal;3º Decil;1520.05
2010;Público;3º Decil;1435.71
2010;Executivo;3º Decil;1402.52
2010;Judiciário;3º Decil;5942.03
2010;Legislativo;3º Decil;1850.66
2010;Estadual;3º Decil;1941.95
2010;Executivo Estadual;3º Decil;1875.56
2010;Judiciário Estadual;3º Decil;5045.75
2010;Legislativo Estadual;3º Decil;2589.27
2010;Federal;3º Decil;3651.53
2010;Executivo Federal;3º Decil;3427.46
2010;Judiciário Federal;3º Decil;10647.53
2010;Legislativo Federal;3º Decil;3128.7
2010;Municipal;3º Decil;1161.85
2010;Executivo Municipal;3º Decil;1153.55
2010;Legislativo Municipal;3º Decil;1477.21
2009;Público;3º Decil;1355.41
2009;Executivo;3º Decil;1323.89
2009;Judiciário;3º Decil;5933.87
2009;Legislativo;3º Decil;1875.51
2009;Estadual;3º Decil;1875.51
2009;Executivo Estadual;3º Decil;1804.59
2009;Judiciário Estadual;3º Decil;4767.58
2009;Legislativo Estadual;3º Decil;2600.5
2009;Federal;3º Decil;4310.52
2009;Executivo Federal;3º Decil;4145.04
2009;Judiciário Federal;3º Decil;11489.48
2009;Legislativo Federal;3º Decil;3246.68
2009;Municipal;3º Decil;1095.36
2009;Executivo Municipal;3º Decil;1087.48
2009;Legislativo Municipal;3º Decil;1497.26
2008;Público;3º Decil;1308.23
2008;Executivo;3º Decil;1278.83
2008;Judiciário;3º Decil;5791.47
2008;Legislativo;3º Decil;1874.14
2008;Estadual;3º Decil;1822.7
2008;Executivo Estadual;3º Decil;1763.9
2008;Judiciário Estadual;3º Decil;4600.84
2008;Legislativo Estadual;3º Decil;2829.59
2008;Federal;3º Decil;3887.93
2008;Executivo Federal;3º Decil;3807.08
2008;Judiciário Federal;3º Decil;10465.8
2008;Legislativo Federal;3º Decil;3101.52
2008;Municipal;3º Decil;1050.99
2008;Executivo Municipal;3º Decil;1043.64
2008;Legislativo Municipal;3º Decil;1447.87
2007;Público;3º Decil;1269.18
2007;Executivo;3º Decil;1233.53
2007;Judiciário;3º Decil;5746.95
2007;Legislativo;3º Decil;1882.38
2007;Estadual;3º Decil;1811.07
2007;Executivo Estadual;3º Decil;1746.9
2007;Judiciário Estadual;3º Decil;4392.21
2007;Legislativo Estadual;3º Decil;2716.61
2007;Federal;3º Decil;3379.72
2007;Executivo Federal;3º Decil;3265.64
2007;Judiciário Federal;3º Decil;9903.86
2007;Legislativo Federal;3º Decil;3058.86
2007;Municipal;3º Decil;991.1
2007;Executivo Municipal;3º Decil;991.1
2007;Legislativo Municipal;3º Decil;1411.78
2006;Público;3º Decil;1217.01
2006;Executivo;3º Decil;1183.39
2006;Judiciário;3º Decil;5392.5
2006;Legislativo;3º Decil;1855.77
2006;Estadual;3º Decil;1741.47
2006;Executivo Estadual;3º Decil;1680.95
2006;Judiciário Estadual;3º Decil;4141.87
2006;Legislativo Estadual;3º Decil;2998.82
2006;Federal;3º Decil;3382.08
2006;Executivo Federal;3º Decil;3281.22
2006;Judiciário Federal;3º Decil;8808.2
2006;Legislativo Federal;3º Decil;3758.62
2006;Municipal;3º Decil;941.33
2006;Executivo Municipal;3º Decil;934.61
2006;Legislativo Municipal;3º Decil;1324.59
2005;Público;3º Decil;1114.19
2005;Executivo;3º Decil;1084.72
2005;Judiciário;3º Decil;5205.47
2005;Legislativo;3º Decil;1845.2
2005;Estadual;3º Decil;1585.81
2005;Executivo Estadual;3º Decil;1532.75
2005;Judiciário Estadual;3º Decil;4097.17
2005;Legislativo Estadual;3º Decil;2788.43
2005;Federal;3º Decil;3124.46
2005;Executivo Federal;3º Decil;2988.87
2005;Judiciário Federal;3º Decil;8406.57
2005;Legislativo Federal;3º Decil;4079.49
2005;Municipal;3º Decil;843.02
2005;Executivo Municipal;3º Decil;837.12
2005;Legislativo Municipal;3º Decil;1255.68
2004;Público;3º Decil;1102.31
2004;Executivo;3º Decil;1074.75
2004;Judiciário;3º Decil;4910.79
2004;Legislativo;3º Decil;1802.28
2004;Estadual;3º Decil;1537.72
2004;Executivo Estadual;3º Decil;1488.12
2004;Judiciário Estadual;3º Decil;3665.18
2004;Legislativo Estadual;3º Decil;2777.82
2004;Federal;3º Decil;3020.33
2004;Executivo Federal;3º Decil;2799.87
2004;Judiciário Federal;3º Decil;8278.35
2004;Legislativo Federal;3º Decil;3714.78
2004;Municipal;3º Decil;815.71
2004;Executivo Municipal;3º Decil;815.71
2004;Legislativo Municipal;3º Decil;1212.54
2003;Público;3º Decil;1073.38
2003;Executivo;3º Decil;1036.18
2003;Judiciário;3º Decil;4941.78
2003;Legislativo;3º Decil;1843.87
2003;Estadual;3º Decil;1482.53
2003;Executivo Estadual;3º Decil;1434.71
2003;Judiciário Estadual;3º Decil;3693.05
2003;Legislativo Estadual;3º Decil;2805.65
2003;Federal;3º Decil;2869.42
2003;Executivo Federal;3º Decil;2741.89
2003;Judiciário Federal;3º Decil;7391.41
2003;Legislativo Federal;3º Decil;3406.11
2003;Municipal;3º Decil;786.43
2003;Executivo Municipal;3º Decil;781.12
2003;Legislativo Municipal;3º Decil;1248.73
2002;Público;3º Decil;1166.21
2002;Executivo;3º Decil;1134.55
2002;Judiciário;3º Decil;4897.02
2002;Legislativo;3º Decil;2073.85
2002;Estadual;3º Decil;1656.97
2002;Executivo Estadual;3º Decil;1614.75
2002;Judiciário Estadual;3º Decil;4068.54
2002;Legislativo Estadual;3º Decil;2965.65
2002;Federal;3º Decil;3097.58
2002;Executivo Federal;3º Decil;3013.14
2002;Judiciário Federal;3º Decil;7113.34
2002;Legislativo Federal;3º Decil;4580.4
2002;Municipal;3º Decil;823.21
2002;Executivo Municipal;3º Decil;817.93
2002;Legislativo Municipal;3º Decil;1382.56
2001;Público;3º Decil;1198.92
2001;Executivo;3º Decil;1168.05
2001;Judiciário;3º Decil;4924.34
2001;Legislativo;3º Decil;2269.21
2001;Estadual;3º Decil;1605.43
2001;Executivo Estadual;3º Decil;1564.26
2001;Judiciário Estadual;3º Decil;3987.84
2001;Legislativo Estadual;3º Decil;3226.29
2001;Federal;3º Decil;3107.94
2001;Executivo Federal;3º Decil;3041.05
2001;Judiciário Federal;3º Decil;7023.74
2001;Legislativo Federal;3º Decil;4682.5
2001;Municipal;3º Decil;828.44
2001;Executivo Municipal;3º Decil;823.3
2001;Legislativo Municipal;3º Decil;1481.93
2000;Público;3º Decil;1250.03
2000;Executivo;3º Decil;1221.73
2000;Judiciário;3º Decil;4868.04
2000;Legislativo;3º Decil;2594.4
2000;Estadual;3º Decil;1551.92
2000;Executivo Estadual;3º Decil;1504.75
2000;Judiciário Estadual;3º Decil;3967.07
2000;Legislativo Estadual;3º Decil;3490.65
2000;Federal;3º Decil;2853.84
2000;Executivo Federal;3º Decil;2679.31
2000;Judiciário Federal;3º Decil;7047.33
2000;Legislativo Federal;3º Decil;4783.13
2000;Municipal;3º Decil;858.51
2000;Executivo Municipal;3º Decil;853.79
2000;Legislativo Municipal;3º Decil;1684.0
1999;Público;3º Decil;1176.69
1999;Executivo;3º Decil;1144.76
1999;Judiciário;3º Decil;4711.32
1999;Legislativo;3º Decil;2563.18
1999;Estadual;3º Decil;1400.17
1999;Executivo Estadual;3º Decil;1363.68
1999;Judiciário Estadual;3º Decil;3940.54
1999;Legislativo Estadual;3º Decil;3343.07
1999;Federal;3º Decil;2855.07
1999;Executivo Federal;3º Decil;2668.07
1999;Judiciário Federal;3º Decil;6261.99
1999;Legislativo Federal;3º Decil;5400.0
1999;Municipal;3º Decil;820.95
1999;Executivo Municipal;3º Decil;816.38
1999;Legislativo Municipal;3º Decil;1641.89
1998;Público;3º Decil;1197.45
1998;Executivo;3º Decil;1165.94
1998;Judiciário;3º Decil;4659.25
1998;Legislativo;3º Decil;2637.99
1998;Estadual;3º Decil;1404.53
1998;Executivo Estadual;3º Decil;1373.02
1998;Judiciário Estadual;3º Decil;3938.98
1998;Legislativo Estadual;3º Decil;3403.28
1998;Federal;3º Decil;2565.96
1998;Executivo Federal;3º Decil;2390.4
1998;Judiciário Federal;3º Decil;6486.94
1998;Legislativo Federal;3º Decil;7895.96
1998;Municipal;3º Decil;828.31
1998;Executivo Municipal;3º Decil;819.31
1998;Legislativo Municipal;3º Decil;1679.13
1997;Público;3º Decil;1129.55
1997;Executivo;3º Decil;1103.48
1997;Judiciário;3º Decil;4474.74
1997;Legislativo;3º Decil;2671.81
1997;Estadual;3º Decil;1285.95
1997;Executivo Estadual;3º Decil;1255.53
1997;Judiciário Estadual;3º Decil;3749.23
1997;Legislativo Estadual;3º Decil;3492.91
1997;Federal;3º Decil;2341.64
1997;Executivo Federal;3º Decil;2107.04
1997;Judiciário Federal;3º Decil;5917.09
1997;Legislativo Federal;3º Decil;8019.78
1997;Municipal;3º Decil;825.44
1997;Executivo Municipal;3º Decil;821.09
1997;Legislativo Municipal;3º Decil;1659.56
1996;Público;3º Decil;1097.32
1996;Executivo;3º Decil;1071.9
1996;Judiciário;3º Decil;4262.17
1996;Legislativo;3º Decil;2563.23
1996;Estadual;3º Decil;1220.18
1996;Executivo Estadual;3º Decil;1190.53
1996;Judiciário Estadual;3º Decil;3702.92
1996;Legislativo Estadual;3º Decil;3363.98
1996;Federal;3º Decil;2567.47
1996;Executivo Federal;3º Decil;2448.84
1996;Judiciário Federal;3º Decil;4821.42
1996;Legislativo Federal;3º Decil;8007.46
1996;Municipal;3º Decil;830.4
1996;Executivo Municipal;3º Decil;826.17
1996;Legislativo Municipal;3º Decil;1533.7
1995;Público;3º Decil;1056.08
1995;Executivo;3º Decil;1031.7
1995;Judiciário;3º Decil;4309.6
1995;Legislativo;3º Decil;2697.06
1995;Estadual;3º Decil;1165.75
1995;Executivo Estadual;3º Decil;1133.25
1995;Judiciário Estadual;3º Decil;3545.98
1995;Legislativo Estadual;3º Decil;3647.52
1995;Federal;3º Decil;2997.63
1995;Executivo Federal;3º Decil;2867.65
1995;Judiciário Federal;3º Decil;5264.13
1995;Legislativo Federal;3º Decil;7754.03
1995;Municipal;3º Decil;779.87
1995;Executivo Municipal;3º Decil;775.81
1995;Legislativo Municipal;3º Decil;1454.14
1994;Público;3º Decil;984.38
1994;Executivo;3º Decil;964.37
1994;Judiciário;3º Decil;3545.37
1994;Legislativo;3º Decil;2044.79
1994;Estadual;3º Decil;1052.41
1994;Executivo Estadual;3º Decil;1024.4
1994;Judiciário Estadual;3º Decil;2913.13
1994;Legislativo Estadual;3º Decil;2436.94
1994;Federal;3º Decil;2468.96
1994;Executivo Federal;3º Decil;2404.93
1994;Judiciário Federal;3º Decil;5021.95
1994;Legislativo Federal;3º Decil;8227.19
1994;Municipal;3º Decil;748.29
1994;Executivo Municipal;3º Decil;748.29
1994;Legislativo Municipal;3º Decil;1272.49
1993;Público;3º Decil;1056.03
1993;Executivo;3º Decil;1031.24
1993;Judiciário;3º Decil;3083.8
1993;Legislativo;3º Decil;2072.39
1993;Estadual;3º Decil;1090.73
1993;Executivo Estadual;3º Decil;1060.98
1993;Judiciário Estadual;3º Decil;2711.95
1993;Legislativo Estadual;3º Decil;2121.97
1993;Federal;3º Decil;2354.99
1993;Executivo Federal;3º Decil;2310.37
1993;Judiciário Federal;3º Decil;6023.81
1993;Legislativo Federal;3º Decil;9885.99
1993;Municipal;3º Decil;832.92
1993;Executivo Municipal;3º Decil;827.96
1993;Legislativo Municipal;3º Decil;1467.53
1992;Público;3º Decil;1020.49
1992;Executivo;3º Decil;1002.51
1992;Judiciário;3º Decil;2531.01
1992;Legislativo;3º Decil;2220.81
1992;Estadual;3º Decil;1029.49
1992;Executivo Estadual;3º Decil;1002.51
1992;Judiciário Estadual;3º Decil;2180.35
1992;Legislativo Estadual;3º Decil;2274.76
1992;Federal;3º Decil;1969.06
1992;Executivo Federal;3º Decil;1915.11
1992;Judiciário Federal;3º Decil;5372.21
1992;Legislativo Federal;3º Decil;7817.8
1992;Municipal;3º Decil;827.18
1992;Executivo Municipal;3º Decil;822.69
1992;Legislativo Municipal;3º Decil;1483.54
1991;Público;3º Decil;1085.58
1991;Executivo;3º Decil;1060.62
1991;Judiciário;3º Decil;3102.84
1991;Legislativo;3º Decil;2562.13
1991;Estadual;3º Decil;1160.44
1991;Executivo Estadual;3º Decil;1127.17
1991;Judiciário Estadual;3º Decil;2557.97
1991;Legislativo Estadual;3º Decil;2653.63
1991;Federal;3º Decil;2391.6
1991;Executivo Federal;3º Decil;2329.21
1991;Judiciário Federal;3º Decil;6184.88
1991;Legislativo Federal;3º Decil;8925.86
1991;Municipal;3º Decil;815.22
1991;Executivo Municipal;3º Decil;811.06
1991;Legislativo Municipal;3º Decil;1692.84
1990;Público;3º Decil;1223.83
1990;Executivo;3º Decil;1197.51
1990;Judiciário;3º Decil;3329.35
1990;Legislativo;3º Decil;2741.56
1990;Estadual;3º Decil;1342.27
1990;Executivo Estadual;3º Decil;1315.95
1990;Judiciário Estadual;3º Decil;2877.54
1990;Legislativo Estadual;3º Decil;3039.84
1990;Federal;3º Decil;3079.32
1990;Executivo Federal;3º Decil;2991.59
1990;Judiciário Federal;3º Decil;7983.43
1990;Legislativo Federal;3º Decil;9093.21
1990;Municipal;3º Decil;833.43
1990;Executivo Municipal;3º Decil;829.05
1990;Legislativo Municipal;3º Decil;1697.58
1989;Público;3º Decil;1302.92
1989;Executivo;3º Decil;1285.39
1989;Judiciário;3º Decil;2857.08
1989;Legislativo;3º Decil;2635.05
1989;Estadual;3º Decil;1460.67
1989;Executivo Estadual;3º Decil;1443.14
1989;Judiciário Estadual;3º Decil;2442.24
1989;Legislativo Estadual;3º Decil;2477.3
1989;Federal;3º Decil;2944.72
1989;Executivo Federal;3º Decil;2868.76
1989;Judiciário Federal;3º Decil;4890.33
1989;Legislativo Federal;3º Decil;7303.36
1989;Municipal;3º Decil;893.93
1989;Executivo Municipal;3º Decil;893.93
1989;Legislativo Municipal;3º Decil;1758.65
1988;Público;3º Decil;1262.02
1988;Executivo;3º Decil;1244.49
1988;Judiciário;3º Decil;2652.58
1988;Legislativo;3º Decil;2208.53
1988;Estadual;3º Decil;1478.2
1988;Executivo Estadual;3º Decil;1460.67
1988;Judiciário Estadual;3º Decil;2535.72
1988;Legislativo Estadual;3º Decil;2079.99
1988;Federal;3º Decil;2599.99
1988;Executivo Federal;3º Decil;2559.09
1988;Judiciário Federal;3º Decil;3213.47
1988;Legislativo Federal;3º Decil;8208.97
1988;Municipal;3º Decil;841.35
1988;Executivo Municipal;3º Decil;841.35
1988;Legislativo Municipal;3º Decil;1448.98
1987;Público;3º Decil;1320.92
1987;Executivo;3º Decil;1298.34
1987;Judiciário;3º Decil;2766.03
1987;Legislativo;3º Decil;2670.07
1987;Estadual;3º Decil;1574.94
1987;Executivo Estadual;3º Decil;1552.36
1987;Judiciário Estadual;3º Decil;2703.94
1987;Legislativo Estadual;3º Decil;2534.59
1987;Federal;3º Decil;2111.22
1987;Executivo Federal;3º Decil;2066.06
1987;Judiciário Federal;3º Decil;2952.31
1987;Legislativo Federal;3º Decil;7123.94
1987;Municipal;3º Decil;886.26
1987;Executivo Municipal;3º Decil;880.61
1987;Legislativo Municipal;3º Decil;1862.84
1986;Público;3º Decil;1483.5
1986;Executivo;3º Decil;1469.7
1986;Judiciário;3º Decil;2787.6
1986;Legislativo;3º Decil;3174.0
1986;Estadual;3º Decil;1752.6
1986;Executivo Estadual;3º Decil;1738.8
1986;Judiciário Estadual;3º Decil;2387.4
1986;Legislativo Estadual;3º Decil;2753.1
1986;Federal;3º Decil;2166.6
1986;Executivo Federal;3º Decil;2125.2
1986;Judiciário Federal;3º Decil;3581.09
1986;Legislativo Federal;3º Decil;7458.89
1986;Municipal;3º Decil;986.7
1986;Executivo Municipal;3º Decil;979.8
1986;Legislativo Municipal;3º Decil;2145.9
1985;Público;3º Decil;1047.31
1985;Executivo;3º Decil;1036.4
1985;Judiciário;3º Decil;1740.06
1985;Legislativo;3º Decil;2072.8
1985;Estadual;3º Decil;1112.77
1985;Executivo Estadual;3º Decil;1107.31
1985;Judiciário Estadual;3º Decil;1630.97
1985;Legislativo Estadual;3º Decil;1701.88
1985;Federal;3º Decil;1620.06
1985;Executivo Federal;3º Decil;1587.33
1985;Judiciário Federal;3º Decil;2765.55
1985;Legislativo Federal;3º Decil;5967.49
1985;Municipal;3º Decil;763.66
1985;Executivo Municipal;3º Decil;758.21
1985;Legislativo Municipal;3º Decil;1429.14
2019;Público;4º Decil;2255.48
2019;Executivo;4º Decil;2185.62
2019;Judiciário;4º Decil;9211.54
2019;Legislativo;4º Decil;2784.42
2019;Estadual;4º Decil;3123.74
2019;Executivo Estadual;4º Decil;2944.1
2019;Judiciário Estadual;4º Decil;7504.96
2019;Legislativo Estadual;4º Decil;3822.34
2019;Federal;4º Decil;6367.24
2019;Executivo Federal;4º Decil;5978.02
2019;Judiciário Federal;4º Decil;13612.72
2019;Legislativo Federal;4º Decil;4491.0
2019;Municipal;4º Decil;1796.4
2019;Executivo Municipal;4º Decil;1796.4
2019;Legislativo Municipal;4º Decil;2155.68
2018;Público;4º Decil;2185.67
2018;Executivo;4º Decil;2117.98
2018;Judiciário;4º Decil;9148.88
2018;Legislativo;4º Decil;2630.54
2018;Estadual;4º Decil;3094.76
2018;Executivo Estadual;4º Decil;2920.68
2018;Judiciário Estadual;4º Decil;7543.47
2018;Legislativo Estadual;4º Decil;3558.97
2018;Federal;4º Decil;5522.21
2018;Executivo Federal;4º Decil;5116.02
2018;Judiciário Federal;4º Decil;12640.15
2018;Legislativo Federal;4º Decil;4361.68
2018;Municipal;4º Decil;1721.46
2018;Executivo Municipal;4º Decil;1711.79
2018;Legislativo Municipal;4º Decil;2088.96
2017;Público;4º Decil;2149.48
2017;Executivo;4º Decil;2081.09
2017;Judiciário;4º Decil;8969.19
2017;Legislativo;4º Decil;2608.69
2017;Estadual;4º Decil;2970.19
2017;Executivo Estadual;4º Decil;2813.86
2017;Judiciário Estadual;4º Decil;7386.39
2017;Legislativo Estadual;4º Decil;3566.18
2017;Federal;4º Decil;5881.76
2017;Executivo Federal;4º Decil;5461.63
2017;Judiciário Federal;4º Decil;12154.33
2017;Legislativo Federal;4º Decil;4425.97
2017;Municipal;4º Decil;1700.04
2017;Executivo Municipal;4º Decil;1690.27
2017;Legislativo Municipal;4º Decil;2081.09
2016;Público;4º Decil;2116.97
2016;Executivo;4º Decil;2050.81
2016;Judiciário;4º Decil;8600.17
2016;Legislativo;4º Decil;2570.6
2016;Estadual;4º Decil;2920.28
2016;Executivo Estadual;4º Decil;2769.07
2016;Judiciário Estadual;4º Decil;7239.27
2016;Legislativo Estadual;4º Decil;3298.31
2016;Federal;4º Decil;5557.04
2016;Executivo Federal;4º Decil;5169.55
2016;Judiciário Federal;4º Decil;11265.28
2016;Legislativo Federal;4º Decil;4441.85
2016;Municipal;4º Decil;1663.33
2016;Executivo Municipal;4º Decil;1663.33
2016;Legislativo Municipal;4º Decil;2088.61
2015;Público;4º Decil;2128.82
2015;Executivo;4º Decil;2073.29
2015;Judiciário;4º Decil;8432.0
2015;Legislativo;4º Decil;2637.89
2015;Estadual;4º Decil;3054.4
2015;Executivo Estadual;4º Decil;2915.56
2015;Judiciário Estadual;4º Decil;6932.56
2015;Legislativo Estadual;4º Decil;3461.65
2015;Federal;4º Decil;5914.43
