ano;poder;faixa;percentual
1999;Judiciario;12,5 - 15 mil;0.058288249984116976
1999;Judiciario;15 - 17,5 mil;0.04401796492051158
1999;Judiciario;17,5 - 20 mil;0.03622795314263932
1999;Judiciario;20 - 22,5 mil;0.028569892630766147
1999;Judiciario;22,5 - 25 mil;0.01979268989986365
1999;Judiciario;25 - 27,5 mil;0.01687021371218008
1999;Judiciario;27,5 - 30 mil;0.013825560426349201
1999;Judiciario;> 30 mil;0.01360564164968405
1999;Legislativo;< 2,5 mil;0.2922696203346795
1999;Legislativo;2,5 - 5 mil;0.2242757656323309
1999;Legislativo;5 - 7,5 mil;0.1410566600123274
1999;Legislativo;7,5 - 10 mil;0.08427705356896441
1999;Legislativo;10 - 12,5 mil;0.06589635789919136
1999;Legislativo;12,5 - 15 mil;0.049760351790691895
1999;Legislativo;15 - 17,5 mil;0.04076319445083302
1999;Legislativo;17,5 - 20 mil;0.03032170817195794
1999;Legislativo;20 - 22,5 mil;0.021508541779744438
1999;Legislativo;22,5 - 25 mil;0.016154405203264
1999;Legislativo;25 - 27,5 mil;0.01264017810323732
1999;Legislativo;27,5 - 30 mil;0.0111130532377807
1999;Legislativo;> 30 mil;0.009963109814997102
1998;Executivo;< 2,5 mil;0.6443615633503877
1998;Executivo;2,5 - 5 mil;0.24025214650367158
1998;Executivo;5 - 7,5 mil;0.06125100171266781
1998;Executivo;7,5 - 10 mil;0.022597093213461376
1998;Executivo;10 - 12,5 mil;0.012633451460253471
1998;Executivo;12,5 - 15 mil;0.006058338496970092
1998;Executivo;15 - 17,5 mil;0.004788667177032801
1998;Executivo;17,5 - 20 mil;0.0032327570271057657
1998;Executivo;20 - 22,5 mil;0.0020472156043870454
1998;Executivo;22,5 - 25 mil;0.001103547636171715
1998;Executivo;25 - 27,5 mil;0.0007686712093524841
1998;Executivo;27,5 - 30 mil;0.000515624252874753
1998;Executivo;> 30 mil;0.0003899223556634127
1998;Judiciario;< 2,5 mil;0.11382026329679565
1998;Judiciario;2,5 - 5 mil;0.21463967080213794
1998;Judiciario;5 - 7,5 mil;0.21946694953905124
1998;Judiciario;7,5 - 10 mil;0.13898668142522586
1998;Judiciario;10 - 12,5 mil;0.09202064148487504
1998;Judiciario;12,5 - 15 mil;0.06110965916952357
1998;Judiciario;15 - 17,5 mil;0.04591039299788358
1998;Judiciario;17,5 - 20 mil;0.03177702276815226
1998;Judiciario;20 - 22,5 mil;0.022568296770027824
1998;Judiciario;22,5 - 25 mil;0.016567507597070836
1998;Judiciario;25 - 27,5 mil;0.015445242158234302
1998;Judiciario;27,5 - 30 mil;0.014107747731127749
1998;Judiciario;> 30 mil;0.013579924259894127
1998;Legislativo;< 2,5 mil;0.2857287973751308
1998;Legislativo;2,5 - 5 mil;0.22204727608870106
1998;Legislativo;5 - 7,5 mil;0.13773452657883242
1998;Legislativo;7,5 - 10 mil;0.08726877482400984
1998;Legislativo;10 - 12,5 mil;0.0702640106457544
1998;Legislativo;12,5 - 15 mil;0.046179007141188305
1998;Legislativo;15 - 17,5 mil;0.04451306847617403
1998;Legislativo;17,5 - 20 mil;0.03130745710715846
1998;Legislativo;20 - 22,5 mil;0.024034212691608343
1998;Legislativo;22,5 - 25 mil;0.0162124274961145
1998;Legislativo;25 - 27,5 mil;0.01247422366242394
1998;Legislativo;27,5 - 30 mil;0.010706703371494165
1998;Legislativo;> 30 mil;0.01152951454140975
1997;Executivo;< 2,5 mil;0.6784900560124005
1997;Executivo;2,5 - 5 mil;0.21701792414461768
1997;Executivo;5 - 7,5 mil;0.05586524558027841
1997;Executivo;7,5 - 10 mil;0.020968876020181756
1997;Executivo;10 - 12,5 mil;0.010503405825677836
1997;Executivo;12,5 - 15 mil;0.005663701511867236
1997;Executivo;15 - 17,5 mil;0.0039403651877946075
1997;Executivo;17,5 - 20 mil;0.002740187684329673
1997;Executivo;20 - 22,5 mil;0.0018823130854107503
1997;Executivo;22,5 - 25 mil;0.0011781219039452174
1997;Executivo;25 - 27,5 mil;0.000760653516236009
1997;Executivo;27,5 - 30 mil;0.0005229823758115358
1997;Executivo;> 30 mil;0.0004661671514487441
1997;Judiciario;< 2,5 mil;0.11637139830286247
1997;Judiciario;2,5 - 5 mil;0.23465181409106642
1997;Judiciario;5 - 7,5 mil;0.2428018502784858
1997;Judiciario;7,5 - 10 mil;0.14589823468328142
1997;Judiciario;10 - 12,5 mil;0.08733754995437239
1997;Judiciario;12,5 - 15 mil;0.0524979808468905
1997;Judiciario;15 - 17,5 mil;0.03178723895234799
1997;Judiciario;17,5 - 20 mil;0.021544625905996623
1997;Judiciario;20 - 22,5 mil;0.017485341472880413
1997;Judiciario;22,5 - 25 mil;0.014238962837093678
1997;Judiciario;25 - 27,5 mil;0.013069427399645468
1997;Judiciario;27,5 - 30 mil;0.01095062777305768
1997;Judiciario;> 30 mil;0.011364947502019154
1997;Legislativo;< 2,5 mil;0.28194792346391057
1997;Legislativo;2,5 - 5 mil;0.21764161071000063
1997;Legislativo;5 - 7,5 mil;0.14468394131391163
1997;Legislativo;7,5 - 10 mil;0.09115498768602522
1997;Legislativo;10 - 12,5 mil;0.06583240364577851
1997;Legislativo;12,5 - 15 mil;0.05432883575052098
1997;Legislativo;15 - 17,5 mil;0.0447723493379923
1997;Legislativo;17,5 - 20 mil;0.02891152882733071
1997;Legislativo;20 - 22,5 mil;0.023238680615488245
1997;Legislativo;22,5 - 25 mil;0.015976592923148167
1997;Legislativo;25 - 27,5 mil;0.012471846254236217
1997;Legislativo;27,5 - 30 mil;0.009830130296587872
1997;Legislativo;> 30 mil;0.009209169175068936
1996;Executivo;< 2,5 mil;0.6882265131268135
1996;Executivo;2,5 - 5 mil;0.2066436421261114
1996;Executivo;5 - 7,5 mil;0.05720014004986147
1996;Executivo;7,5 - 10 mil;0.020343172229500096
1996;Executivo;10 - 12,5 mil;0.010832227347131606
1996;Executivo;12,5 - 15 mil;0.0055660521424660435
1996;Executivo;15 - 17,5 mil;0.0033909161428208176
1996;Executivo;17,5 - 20 mil;0.003099801262236928
1996;Executivo;20 - 22,5 mil;0.0018968959786448995
1996;Executivo;22,5 - 25 mil;0.0010872103648341808
1996;Executivo;25 - 27,5 mil;0.0007984201116751014
1996;Executivo;27,5 - 30 mil;0.0004949668239902981
1996;Executivo;> 30 mil;0.000420042293913732
1996;Judiciario;< 2,5 mil;0.13546586517818807
1996;Judiciario;2,5 - 5 mil;0.24723670490093846
1996;Judiciario;5 - 7,5 mil;0.25119303195730847
1996;Judiciario;7,5 - 10 mil;0.13422069557750108
1996;Judiciario;10 - 12,5 mil;0.07041035392259093
1996;Judiciario;12,5 - 15 mil;0.04034226829417899
1996;Judiciario;15 - 17,5 mil;0.02590934183892535
1996;Judiciario;17,5 - 20 mil;0.018751150095074526
1996;Judiciario;20 - 22,5 mil;0.01826657670367417
1996;Judiciario;22,5 - 25 mil;0.016573636753971662
1996;Judiciario;25 - 27,5 mil;0.01491749984665399
1996;Judiciario;27,5 - 30 mil;0.012102067104213948
1996;Judiciario;> 30 mil;0.014610807826780347
1996;Legislativo;< 2,5 mil;0.29249943349195556
1996;Legislativo;2,5 - 5 mil;0.22903920235667347
1996;Legislativo;5 - 7,5 mil;0.1487536823022887
1996;Legislativo;7,5 - 10 mil;0.09038069340584637
1996;Legislativo;10 - 12,5 mil;0.06117153863584863
1996;Legislativo;12,5 - 15 mil;0.04802855200543848
1996;Legislativo;15 - 17,5 mil;0.041547699977339675
1996;Legislativo;17,5 - 20 mil;0.024518468162247904
1996;Legislativo;20 - 22,5 mil;0.021357353274416496
1996;Legislativo;22,5 - 25 mil;0.014910491728982551
1996;Legislativo;25 - 27,5 mil;0.011534103784273737
1996;Legislativo;27,5 - 30 mil;0.007749830047586676
1996;Legislativo;> 30 mil;0.008508950827101744
1995;Executivo;< 2,5 mil;0.6821652344163328
1995;Executivo;2,5 - 5 mil;0.20256849910911923
1995;Executivo;5 - 7,5 mil;0.056544121145582486
1995;Executivo;7,5 - 10 mil;0.024722385359018915
1995;Executivo;10 - 12,5 mil;0.012697980409854866
1995;Executivo;12,5 - 15 mil;0.0073054709098488305
1995;Executivo;15 - 17,5 mil;0.004363327384659523
1995;Executivo;17,5 - 20 mil;0.002639620440050364
1995;Executivo;20 - 22,5 mil;0.003249282572894926
1995;Executivo;22,5 - 25 mil;0.00175300055320536
1995;Executivo;25 - 27,5 mil;0.0009315367533591779
1995;Executivo;27,5 - 30 mil;0.0005542705820444738
1995;Executivo;> 30 mil;0.000505270364029011
1995;Judiciario;< 2,5 mil;0.14077263716176205
1995;Judiciario;2,5 - 5 mil;0.24799181277516028
1995;Judiciario;5 - 7,5 mil;0.26629077521176076
1995;Judiciario;7,5 - 10 mil;0.13828171262325892
1995;Judiciario;10 - 12,5 mil;0.0630841121495327
1995;Judiciario;12,5 - 15 mil;0.03365000901109652
1995;Judiciario;15 - 17,5 mil;0.02365412836950645
1995;Judiciario;17,5 - 20 mil;0.017204757858963467
1995;Judiciario;20 - 22,5 mil;0.014514301897479468
1995;Judiciario;22,5 - 25 mil;0.015563450992507917
1995;Judiciario;25 - 27,5 mil;0.01396076311114544
1995;Judiciario;27,5 - 30 mil;0.011212378672021833
1995;Judiciario;> 30 mil;0.013819160165804176
1995;Legislativo;< 2,5 mil;0.2788387037965453
1995;Legislativo;2,5 - 5 mil;0.2320541452076022
1995;Legislativo;5 - 7,5 mil;0.15872111571942937
1995;Legislativo;7,5 - 10 mil;0.10141971651246524
1995;Legislativo;10 - 12,5 mil;0.05763183081901463
1995;Legislativo;12,5 - 15 mil;0.047399845038968144
1995;Legislativo;15 - 17,5 mil;0.038888382480288045
1995;Legislativo;17,5 - 20 mil;0.027744861218722938
1995;Legislativo;20 - 22,5 mil;0.02094252768789025
1995;Legislativo;22,5 - 25 mil;0.01496057609042432
1995;Legislativo;25 - 27,5 mil;0.01007246707078073
1995;Legislativo;27,5 - 30 mil;0.0061300761132127065
1995;Legislativo;> 30 mil;0.005195752244656123
1994;Executivo;< 2,5 mil;0.7109068425142547
1994;Executivo;2,5 - 5 mil;0.18512295713386295
1994;Executivo;5 - 7,5 mil;0.05849133417290854
1994;Executivo;7,5 - 10 mil;0.021988293452326266
1994;Executivo;10 - 12,5 mil;0.009411902266906374
1994;Executivo;12,5 - 15 mil;0.005590632629456082
1994;Executivo;15 - 17,5 mil;0.004165119932672868
1994;Executivo;17,5 - 20 mil;0.0018475511728315974
1994;Executivo;20 - 22,5 mil;0.0010651362633406361
1994;Executivo;22,5 - 25 mil;0.000610045510852253
1994;Executivo;25 - 27,5 mil;0.00036943915440193237
1994;Executivo;27,5 - 30 mil;0.00022567952192903038
1994;Executivo;> 30 mil;0.00020506627425677246
1994;Judiciario;< 2,5 mil;0.16578601489584854
1994;Judiciario;2,5 - 5 mil;0.2762104536462966
1994;Judiciario;5 - 7,5 mil;0.291829852767415
1994;Judiciario;7,5 - 10 mil;0.09876133451933672
1994;Judiciario;10 - 12,5 mil;0.04766804296164518
1994;Judiciario;12,5 - 15 mil;0.026067734954794683
1994;Judiciario;15 - 17,5 mil;0.01871274378343932
1994;Judiciario;17,5 - 20 mil;0.019768198292686164
1994;Judiciario;20 - 22,5 mil;0.01700675756409065
1994;Judiciario;22,5 - 25 mil;0.014676791949338184
1994;Judiciario;25 - 27,5 mil;0.010773601688727215
1994;Judiciario;27,5 - 30 mil;0.007859485150618005
1994;Judiciario;> 30 mil;0.004878987825763711
1994;Legislativo;< 2,5 mil;0.3559225666711791
1994;Legislativo;2,5 - 5 mil;0.2361175037227562
1994;Legislativo;5 - 7,5 mil;0.13875727629619602
1994;Legislativo;7,5 - 10 mil;0.08944090970624069
1994;Legislativo;10 - 12,5 mil;0.05233518343035062
1994;Legislativo;12,5 - 15 mil;0.04185731690808177
1994;Legislativo;15 - 17,5 mil;0.028942737241099227
1994;Legislativo;17,5 - 20 mil;0.01971030188168404
1994;Legislativo;20 - 22,5 mil;0.01605523216461351
1994;Legislativo;22,5 - 25 mil;0.010004061188574522
1994;Legislativo;25 - 27,5 mil;0.004277785298497361
1994;Legislativo;27,5 - 30 mil;0.0033707865168539327
1994;Legislativo;> 30 mil;0.0032083389738730202
1993;Executivo;< 2,5 mil;0.7301749171220843
1993;Executivo;2,5 - 5 mil;0.1783856698989379
1993;Executivo;5 - 7,5 mil;0.049418029575811075
1993;Executivo;7,5 - 10 mil;0.017591275301052974
1993;Executivo;10 - 12,5 mil;0.00970628701922032
1993;Executivo;12,5 - 15 mil;0.004808563020372726
1993;Executivo;15 - 17,5 mil;0.0032164822984808643
1993;Executivo;17,5 - 20 mil;0.0025288282519934442
1993;Executivo;20 - 22,5 mil;0.0017908354030754222
1993;Executivo;22,5 - 25 mil;0.0010006462313419044
1993;Executivo;25 - 27,5 mil;0.0006087094301294637
1993;Executivo;27,5 - 30 mil;0.00040809722856101056
1993;Executivo;> 30 mil;0.00036165921893868344
1993;Judiciario;< 2,5 mil;0.20756449467636195
1993;Judiciario;2,5 - 5 mil;0.3536353999986497
1993;Judiciario;5 - 7,5 mil;0.16245704293343596
1993;Judiciario;7,5 - 10 mil;0.10131453687387333
1993;Judiciario;10 - 12,5 mil;0.04701815505728734
1993;Judiciario;12,5 - 15 mil;0.02986908644075807
1993;Judiciario;15 - 17,5 mil;0.020173786230783253
1993;Judiciario;17,5 - 20 mil;0.01648066003659368
1993;Judiciario;20 - 22,5 mil;0.013206133155091046
1993;Judiciario;22,5 - 25 mil;0.013442439218704638
1993;Judiciario;25 - 27,5 mil;0.011619506727971211
1993;Judiciario;27,5 - 30 mil;0.010147657531749408
1993;Judiciario;> 30 mil;0.013071101118740422
1993;Legislativo;< 2,5 mil;0.3523195525472387
1993;Legislativo;2,5 - 5 mil;0.23784539616150868
1993;Legislativo;5 - 7,5 mil;0.13622808211550122
1993;Legislativo;7,5 - 10 mil;0.08298169848910447
1993;Legislativo;10 - 12,5 mil;0.05266479403066338
1993;Legislativo;12,5 - 15 mil;0.036442156583717966
1993;Legislativo;15 - 17,5 mil;0.03110885624837588
1993;Legislativo;17,5 - 20 mil;0.018920223231410786
1993;Legislativo;20 - 22,5 mil;0.015269820449680126
1993;Legislativo;22,5 - 25 mil;0.011879276849021816
1993;Legislativo;25 - 27,5 mil;0.00982515189387846
1993;Legislativo;27,5 - 30 mil;0.007931892146065609
1993;Legislativo;> 30 mil;0.006583099253832923
1992;Executivo;< 2,5 mil;0.7440677113008535
1992;Executivo;2,5 - 5 mil;0.17646009539014731
1992;Executivo;5 - 7,5 mil;0.042369090209926775
1992;Executivo;7,5 - 10 mil;0.017195594094588856
1992;Executivo;10 - 12,5 mil;0.00788871283700123
1992;Executivo;12,5 - 15 mil;0.00412686205070697
1992;Executivo;15 - 17,5 mil;0.003254297891873718
1992;Executivo;17,5 - 20 mil;0.0019516928831863289
1992;Executivo;20 - 22,5 mil;0.0010996643829135268
1992;Executivo;22,5 - 25 mil;0.0006283508859526029
1992;Executivo;25 - 27,5 mil;0.0004465499086968514
1992;Executivo;27,5 - 30 mil;0.00026877553115883525
1992;Executivo;> 30 mil;0.00024260263299355543
1992;Judiciario;< 2,5 mil;0.29082218118535746
1992;Judiciario;2,5 - 5 mil;0.32286893281353307
1992;Judiciario;5 - 7,5 mil;0.16091770588727022
1992;Judiciario;7,5 - 10 mil;0.07257445531161419
1992;Judiciario;10 - 12,5 mil;0.03727515217837357
1992;Judiciario;12,5 - 15 mil;0.028125451215527134
1992;Judiciario;15 - 17,5 mil;0.02276786053545509
1992;Judiciario;17,5 - 20 mil;0.01737987217776562
1992;Judiciario;20 - 22,5 mil;0.010753178457165873
1992;Judiciario;22,5 - 25 mil;0.008435355538836833
1992;Judiciario;25 - 27,5 mil;0.009126902704633367
1992;Judiciario;27,5 - 30 mil;0.008807727089650351
1992;Judiciario;> 30 mil;0.010145224904817273
1992;Legislativo;< 2,5 mil;0.3381663673397871
1992;Legislativo;2,5 - 5 mil;0.2685911194825295
1992;Legislativo;5 - 7,5 mil;0.14395432709857345
1992;Legislativo;7,5 - 10 mil;0.09211967234657673
1992;Legislativo;10 - 12,5 mil;0.047906902039803176
1992;Legislativo;12,5 - 15 mil;0.0320498780790515
1992;Legislativo;15 - 17,5 mil;0.024953640836947157
1992;Legislativo;17,5 - 20 mil;0.01565260560398324
1992;Legislativo;20 - 22,5 mil;0.012279702717304013
1992;Legislativo;22,5 - 25 mil;0.010717362419145239
1992;Legislativo;25 - 27,5 mil;0.006614393972578738
1992;Legislativo;27,5 - 30 mil;0.004102968446566502
1992;Legislativo;> 30 mil;0.0028910596171536204
1991;Executivo;< 2,5 mil;0.6744191916207428
1991;Executivo;2,5 - 5 mil;0.21492198631568005
1991;Executivo;5 - 7,5 mil;0.05308127561403062
1991;Executivo;7,5 - 10 mil;0.02681416796053474
1991;Executivo;10 - 12,5 mil;0.01217254254039903
1991;Executivo;12,5 - 15 mil;0.006431514199229708
1991;Executivo;15 - 17,5 mil;0.004263905417659812
1991;Executivo;17,5 - 20 mil;0.002264160618989423
1991;Executivo;20 - 22,5 mil;0.0017439425240132632
1991;Executivo;22,5 - 25 mil;0.001655803917240252
1991;Executivo;25 - 27,5 mil;0.0010428399701370376
1991;Executivo;27,5 - 30 mil;0.0006265853681499526
1991;Executivo;> 30 mil;0.0005620839331933399
1991;Judiciario;< 2,5 mil;0.21062783845815766
1991;Judiciario;2,5 - 5 mil;0.3175003662526655
1991;Judiciario;5 - 7,5 mil;0.1766151742548793
1991;Judiciario;7,5 - 10 mil;0.10508195920759202
1991;Judiciario;10 - 12,5 mil;0.04886624452655739
1991;Judiciario;12,5 - 15 mil;0.029715299594680382
1991;Judiciario;15 - 17,5 mil;0.032173261927628476
1991;Judiciario;17,5 - 20 mil;0.024848208617518273
1991;Judiciario;20 - 22,5 mil;0.016660426806439536
1991;Judiciario;22,5 - 25 mil;0.012078199013559488
1991;Judiciario;25 - 27,5 mil;0.008407533410382043
1991;Judiciario;27,5 - 30 mil;0.007780834404961503
1991;Judiciario;> 30 mil;0.009644653524978432
1991;Legislativo;< 2,5 mil;0.2921877494545261
1991;Legislativo;2,5 - 5 mil;0.2547895269011761
1991;Legislativo;5 - 7,5 mil;0.15093661859400778
1991;Legislativo;7,5 - 10 mil;0.09924964078548242
1991;Legislativo;10 - 12,5 mil;0.07583417593528817
1991;Legislativo;12,5 - 15 mil;0.03782395827789899
1991;Legislativo;15 - 17,5 mil;0.023375552126017773
1991;Legislativo;17,5 - 20 mil;0.016337608429567347
1991;Legislativo;20 - 22,5 mil;0.016204566015645787
1991;Legislativo;22,5 - 25 mil;0.015126922462881167
1991;Legislativo;25 - 27,5 mil;0.00919323080197967
1991;Legislativo;27,5 - 30 mil;0.004856048108136874
1991;Legislativo;> 30 mil;0.004084402107391837
1990;Executivo;< 2,5 mil;0.6132223539936661
1990;Executivo;2,5 - 5 mil;0.23726507221870877
1990;Executivo;5 - 7,5 mil;0.07398649619191316
1990;Executivo;7,5 - 10 mil;0.030894806330370297
1990;Executivo;10 - 12,5 mil;0.01781038750110765
1990;Executivo;12,5 - 15 mil;0.009189743191347917
1990;Executivo;15 - 17,5 mil;0.0057035320546512955
1990;Executivo;17,5 - 20 mil;0.004099818284886085
1990;Executivo;20 - 22,5 mil;0.002700640231184029
1990;Executivo;22,5 - 25 mil;0.0019061676723511815
1990;Executivo;25 - 27,5 mil;0.0014578480414946524
1990;Executivo;27,5 - 30 mil;0.0009615808688903806
1990;Executivo;> 30 mil;0.0008015534194285058
1990;Judiciario;< 2,5 mil;0.1578670297254368
1990;Judiciario;2,5 - 5 mil;0.2848014522350806
1990;Judiciario;5 - 7,5 mil;0.17303380984796915
1990;Judiciario;7,5 - 10 mil;0.11270251872021783
1990;Judiciario;10 - 12,5 mil;0.0845382346267302
1990;Judiciario;12,5 - 15 mil;0.04452915815747674
1990;Judiciario;15 - 17,5 mil;0.01954163830270025
1990;Judiciario;17,5 - 20 mil;0.021465849784433857
1990;Judiciario;20 - 22,5 mil;0.031123213070115726
1990;Judiciario;22,5 - 25 mil;0.02715679600635353
1990;Judiciario;25 - 27,5 mil;0.01860676196959383
1990;Judiciario;27,5 - 30 mil;0.01146358066712049
1990;Judiciario;> 30 mil;0.013169956886771046
1990;Legislativo;< 2,5 mil;0.2660571391319937
1990;Legislativo;2,5 - 5 mil;0.23914992095699084
1990;Legislativo;5 - 7,5 mil;0.14778598086670253
1990;Legislativo;7,5 - 10 mil;0.0921625189458759
1990;Legislativo;10 - 12,5 mil;0.08745253345067554
1990;Legislativo;12,5 - 15 mil;0.04837106210987793
1990;Legislativo;15 - 17,5 mil;0.029857070682377484
1990;Legislativo;17,5 - 20 mil;0.01989928127902997
1990;Legislativo;20 - 22,5 mil;0.014928535341188742
1990;Legislativo;22,5 - 25 mil;0.013885493570625336
1990;Legislativo;25 - 27,5 mil;0.014879642758193583
1990;Legislativo;27,5 - 30 mil;0.01233722844244528
1990;Legislativo;> 30 mil;0.013233592464023208
1989;Executivo;< 2,5 mil;0.6049684402144878
1989;Executivo;2,5 - 5 mil;0.241411204239574
1989;Executivo;5 - 7,5 mil;0.0709460526166226
1989;Executivo;7,5 - 10 mil;0.03320944894884212
1989;Executivo;10 - 12,5 mil;0.019871950585454753
1989;Executivo;12,5 - 15 mil;0.009941763954780235
1989;Executivo;15 - 17,5 mil;0.006325218400956834
1989;Executivo;17,5 - 20 mil;0.0047208117767066765
1989;Executivo;20 - 22,5 mil;0.0033039578029690994
1989;Executivo;22,5 - 25 mil;0.002055501270769193
1989;Executivo;25 - 27,5 mil;0.0014837919567488012
1989;Executivo;27,5 - 30 mil;0.0009139771139457079
1989;Executivo;> 30 mil;0.000847881118142172
1989;Judiciario;< 2,5 mil;0.22971247281361615
1989;Judiciario;2,5 - 5 mil;0.4124648322924357
1989;Judiciario;5 - 7,5 mil;0.1473651655127003
1989;Judiciario;7,5 - 10 mil;0.06698325917353393
1989;Judiciario;10 - 12,5 mil;0.04749885268471776
1989;Judiciario;12,5 - 15 mil;0.03008959035856097
1989;Judiciario;15 - 17,5 mil;0.017449168944669472
1989;Judiciario;17,5 - 20 mil;0.011463176167767423
1989;Judiciario;20 - 22,5 mil;0.009318195422710857
1989;Judiciario;22,5 - 25 mil;0.007861603846998024
1989;Judiciario;25 - 27,5 mil;0.006644451982361275
1989;Judiciario;27,5 - 30 mil;0.005726599756569627
1989;Judiciario;> 30 mil;0.007422631043358541
1989;Legislativo;< 2,5 mil;0.2837067437441114
1989;Legislativo;2,5 - 5 mil;0.24879832644001212
1989;Legislativo;5 - 7,5 mil;0.1573114450423979
1989;Legislativo;7,5 - 10 mil;0.08923524057424825
1989;Legislativo;10 - 12,5 mil;0.07880742881780872
1989;Legislativo;12,5 - 15 mil;0.039076348189904346
1989;Legislativo;15 - 17,5 mil;0.023394707845610898
1989;Legislativo;17,5 - 20 mil;0.019753756726976573
1989;Legislativo;20 - 22,5 mil;0.016192651027610545
1989;Legislativo;22,5 - 25 mil;0.015442104086488558
1989;Legislativo;25 - 27,5 mil;0.009773079318439501
1989;Legislativo;27,5 - 30 mil;0.00887881062263458
1989;Legislativo;> 30 mil;0.009629357563756567
1988;Executivo;< 2,5 mil;0.6209185923036449
1988;Executivo;2,5 - 5 mil;0.22731519155207433
1988;Executivo;5 - 7,5 mil;0.06733997950879211
1988;Executivo;7,5 - 10 mil;0.03357359921428455
1988;Executivo;10 - 12,5 mil;0.01941808108384959
1988;Executivo;12,5 - 15 mil;0.009935966565949686
1988;Executivo;15 - 17,5 mil;0.008342394468264607
1988;Executivo;17,5 - 20 mil;0.005022487944820075
1988;Executivo;20 - 22,5 mil;0.003135608659072916
1988;Executivo;22,5 - 25 mil;0.0021462536104036463
1988;Executivo;25 - 27,5 mil;0.001383188344570413
1988;Executivo;27,5 - 30 mil;0.0008052692646939373
1988;Executivo;> 30 mil;0.0006633874795793089
1988;Judiciario;< 2,5 mil;0.2687074133944466
1988;Judiciario;2,5 - 5 mil;0.41046837592846475
1988;Judiciario;5 - 7,5 mil;0.1331259847353236
1988;Judiciario;7,5 - 10 mil;0.07024615825336089
1988;Judiciario;10 - 12,5 mil;0.0384993145219046
1988;Judiciario;12,5 - 15 mil;0.019121769556587752
1988;Judiciario;15 - 17,5 mil;0.014241574758036463
1988;Judiciario;17,5 - 20 mil;0.009606924351865114
1988;Judiciario;20 - 22,5 mil;0.008727056945837
1988;Judiciario;22,5 - 25 mil;0.008655439831392851
1988;Judiciario;25 - 27,5 mil;0.00585214135172188
1988;Judiciario;27,5 - 30 mil;0.004634650406171349
1988;Judiciario;> 30 mil;0.008113195964887151
1988;Legislativo;< 2,5 mil;0.3390890890890891
1988;Legislativo;2,5 - 5 mil;0.2564908658658659
1988;Legislativo;5 - 7,5 mil;0.11126751751751751
1988;Legislativo;7,5 - 10 mil;0.09335898398398398
1988;Legislativo;10 - 12,5 mil;0.06470533033033032
1988;Legislativo;12,5 - 15 mil;0.03955518018018018
1988;Legislativo;15 - 17,5 mil;0.022647647647647647
1988;Legislativo;17,5 - 20 mil;0.019801051051051052
1988;Legislativo;20 - 22,5 mil;0.015265265265265265
1988;Legislativo;22,5 - 25 mil;0.014092217217217217
1988;Legislativo;25 - 27,5 mil;0.009587712712712713
1988;Legislativo;27,5 - 30 mil;0.007147772772772773
1988;Legislativo;> 30 mil;0.006991366366366367
1987;Executivo;< 2,5 mil;0.6049091655892397
1987;Executivo;2,5 - 5 mil;0.24031480736905875
1987;Executivo;5 - 7,5 mil;0.07924891868957423
1987;Executivo;7,5 - 10 mil;0.034350287139260645
1987;Executivo;10 - 12,5 mil;0.015960369471661594
1987;Executivo;12,5 - 15 mil;0.009644931360765907
1987;Executivo;15 - 17,5 mil;0.005869367079827857
1987;Executivo;17,5 - 20 mil;0.003351384976856543
1987;Executivo;20 - 22,5 mil;0.0022572321270847265
1987;Executivo;22,5 - 25 mil;0.0015586476114716984
1987;Executivo;25 - 27,5 mil;0.001058605887140561
1987;Executivo;27,5 - 30 mil;0.0008026244062410929
1987;Executivo;> 30 mil;0.0006736582918167207
1987;Judiciario;< 2,5 mil;0.25812704566398675
1987;Judiciario;2,5 - 5 mil;0.39599817810120014
1987;Judiciario;5 - 7,5 mil;0.14403592953912317
1987;Judiciario;7,5 - 10 mil;0.0780238753482263
1987;Judiciario;10 - 12,5 mil;0.04209433622506806
1987;Judiciario;12,5 - 15 mil;0.022074634296185665
1987;Judiciario;15 - 17,5 mil;0.013897274566504603
1987;Judiciario;17,5 - 20 mil;0.010444140794644464
1987;Judiciario;20 - 22,5 mil;0.010009850964441196
1987;Judiciario;22,5 - 25 mil;0.007774847204126812
1987;Judiciario;25 - 27,5 mil;0.0062071668414418425
1987;Judiciario;27,5 - 30 mil;0.004522969695043799
1987;Judiciario;> 30 mil;0.006789750760007203
1987;Legislativo;< 2,5 mil;0.2751623681345497
1987;Legislativo;2,5 - 5 mil;0.2462176671547096
1987;Legislativo;5 - 7,5 mil;0.1486278484814356
1987;Legislativo;7,5 - 10 mil;0.12174794458835454
1987;Legislativo;10 - 12,5 mil;0.06804444945001314
1987;Legislativo;12,5 - 15 mil;0.03376881780981342
1987;Legislativo;15 - 17,5 mil;0.031854187783909596
1987;Legislativo;17,5 - 20 mil;0.025115440928032435
1987;Legislativo;20 - 22,5 mil;0.01903367496339678
1987;Legislativo;22,5 - 25 mil;0.013477493711754327
1987;Legislativo;25 - 27,5 mil;0.007170477155835867
1987;Legislativo;27,5 - 30 mil;0.004880429477794046
1987;Legislativo;> 30 mil;0.004899200360400946
1986;Executivo;< 2,5 mil;0.55628288412932
1986;Executivo;2,5 - 5 mil;0.26372805605173305
1986;Executivo;5 - 7,5 mil;0.0910540378164546
1986;Executivo;7,5 - 10 mil;0.04077111021324838
